uid,name,element,level,cons,weapon
1ca078e6218411eeaed528c2dd2980ba,Jing Yuan,lightning,70,0,The Birth of the Self
1ca078e6218411eeaed528c2dd2980ba,Seele,quantum,70,1,River Flows in Spring
1ca078e6218411eeaed528c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca078e6218411eeaed528c2dd2980ba,Himeko,fire,60,0,Make the World Clamor
1ca078e6218411eeaed528c2dd2980ba,Tingyun,lightning,60,0,Dance! Dance! Dance!
1c9fb59e218411eea53128c2dd2980ba,Trailblazer,fire,70,2,We Are Wildfire
1c9fb59e218411eea53128c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9fb59e218411eea53128c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9fb59e218411eea53128c2dd2980ba,Natasha,physical,70,2,Post-Op Conversation
1c9fb59e218411eea53128c2dd2980ba,Serval,lightning,70,1,Make the World Clamor
1c9fb59e218411eea53128c2dd2980ba,Bronya,wind,60,1,Memories of the Past
1c9fb59e218411eea53128c2dd2980ba,Herta,ice,60,4,The Seriousness of Breakfast
1c9fb59e218411eea53128c2dd2980ba,Dan Heng,wind,60,2,Swordplay
1ca078e7218411ee852728c2dd2980ba,Trailblazer,fire,70,4,Day One of My New Life
1ca078e7218411ee852728c2dd2980ba,Jing Yuan,lightning,70,0,Night on the Milky Way
1ca078e7218411ee852728c2dd2980ba,Bronya,wind,70,1,Past and Future
1ca078e7218411ee852728c2dd2980ba,Sushang,physical,70,0,Cruising in the Stellar Sea
1ca078e7218411ee852728c2dd2980ba,Tingyun,lightning,70,1,"Carve the Moon, Weave the Clouds"
1ca078e7218411ee852728c2dd2980ba,Pela,ice,70,4,Good Night and Sleep Well
1ca078e7218411ee852728c2dd2980ba,Natasha,physical,70,3,Perfect Timing
1ca078e7218411ee852728c2dd2980ba,Sampo,wind,60,0,Eyes of the Prey
1c9fb5a0218411eebb3828c2dd2980ba,Trailblazer,physical,1,0,
1c9fb5a0218411eebb3828c2dd2980ba,March 7th,ice,1,0,
1ca078e8218411ee819128c2dd2980ba,Trailblazer,fire,70,4,Landau's Choice
1ca078e8218411ee819128c2dd2980ba,Bailu,lightning,70,1,Post-Op Conversation
1ca078e8218411ee819128c2dd2980ba,Seele,quantum,70,0,Sleep Like the Dead
1ca078e8218411ee819128c2dd2980ba,Tingyun,lightning,70,3,Past and Future
1ca078e8218411ee819128c2dd2980ba,Bronya,wind,61,0,Memories of the Past
1ca078e8218411ee819128c2dd2980ba,Welt,imaginary,60,0,Before the Tutorial Mission Starts
1ca078e8218411ee819128c2dd2980ba,Asta,fire,60,1,
1ca078e8218411ee819128c2dd2980ba,Dan Heng,wind,60,4,Only Silence Remains
1ca078e9218411ee92bf28c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1ca078e9218411ee92bf28c2dd2980ba,Bailu,lightning,70,0,Quid Pro Quo
1ca078e9218411ee92bf28c2dd2980ba,Yanqing,ice,70,0,River Flows in Spring
1ca078e9218411ee92bf28c2dd2980ba,Jing Yuan,lightning,70,0,Geniuses' Repose
1ca078e9218411ee92bf28c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078e9218411ee92bf28c2dd2980ba,Bronya,wind,70,0,Dance! Dance! Dance!
1ca078e9218411ee92bf28c2dd2980ba,Tingyun,lightning,70,0,Past and Future
1ca078e9218411ee92bf28c2dd2980ba,Herta,ice,60,4,
1c9fb5a3218411ee870d28c2dd2980ba,Bronya,wind,30,0,Meshing Cogs
1c9fb5a3218411ee870d28c2dd2980ba,Tingyun,lightning,25,0,Meshing Cogs
1c9fb5a3218411ee870d28c2dd2980ba,Trailblazer,physical,20,1,A Secret Vow
1c9fb5a3218411ee870d28c2dd2980ba,Sampo,wind,20,1,Eyes of the Prey
1c9fb5a3218411ee870d28c2dd2980ba,Natasha,physical,20,0,Fine Fruit
1c9fb5a3218411ee870d28c2dd2980ba,Serval,lightning,20,0,Sagacity
1c9fb5a3218411ee870d28c2dd2980ba,Herta,ice,20,0,Data Bank
1c9fb5a3218411ee870d28c2dd2980ba,Asta,fire,20,0,Meshing Cogs
1c9fb5a4218411ee8a8028c2dd2980ba,Dan Heng,wind,5,0,
1c9fb5a4218411ee8a8028c2dd2980ba,March 7th,ice,5,0,Defense
1c9fb5a4218411ee8a8028c2dd2980ba,Trailblazer,physical,3,0,A Secret Vow
1c9fb5a4218411ee8a8028c2dd2980ba,Sushang,physical,1,0,
1c9fb5a4218411ee8a8028c2dd2980ba,Serval,lightning,1,0,
1c9fb5a4218411ee8a8028c2dd2980ba,Asta,fire,1,0,Chorus
1c9fb5a5218411ee96ec28c2dd2980ba,Seele,quantum,50,0,In the Night
1c9fb5a5218411ee96ec28c2dd2980ba,Bailu,lightning,50,0,Post-Op Conversation
1c9fb5a5218411ee96ec28c2dd2980ba,Yanqing,ice,40,0,Arrows
1c9fb5a5218411ee96ec28c2dd2980ba,Dan Heng,wind,50,1,Only Silence Remains
1c9fb5a5218411ee96ec28c2dd2980ba,Sushang,physical,30,1,Darting Arrow
1c9fb5a5218411ee96ec28c2dd2980ba,Trailblazer,physical,60,4,Collapsing Sky
1c9fb5a5218411ee96ec28c2dd2980ba,Pela,ice,50,1,Good Night and Sleep Well
1c9fb5a5218411ee96ec28c2dd2980ba,Natasha,physical,50,3,Post-Op Conversation
1c9fb5a6218411eebc1428c2dd2980ba,Trailblazer,fire,70,5,We Are Wildfire
1c9fb5a6218411eebc1428c2dd2980ba,Clara,physical,70,0,On the Fall of an Aeon
1c9fb5a6218411eebc1428c2dd2980ba,Seele,quantum,70,0,In the Night
1c9fb5a6218411eebc1428c2dd2980ba,Silver Wolf,quantum,70,0,Good Night and Sleep Well
1c9fb5a6218411eebc1428c2dd2980ba,Tingyun,lightning,70,2,But the Battle Isn't Over
1c9fb5a6218411eebc1428c2dd2980ba,Serval,lightning,70,2,Make the World Clamor
1c9fb5a6218411eebc1428c2dd2980ba,Asta,fire,70,1,"Carve the Moon, Weave the Clouds"
1c9fb5a6218411eebc1428c2dd2980ba,Qingque,quantum,60,0,Geniuses' Repose
1c9fb5a7218411ee8dca28c2dd2980ba,Seele,quantum,70,0,Sleep Like the Dead
1c9fb5a7218411ee8dca28c2dd2980ba,Welt,imaginary,70,0,Before the Tutorial Mission Starts
1c9fb5a7218411ee8dca28c2dd2980ba,Bailu,lightning,59,0,Post-Op Conversation
1c9fb5a7218411ee8dca28c2dd2980ba,Natasha,physical,60,4,Quid Pro Quo
1c9fb5a7218411ee8dca28c2dd2980ba,Asta,fire,60,1,Past and Future
1c9fb5a7218411ee8dca28c2dd2980ba,Serval,lightning,58,2,Make the World Clamor
1c9fb5a7218411ee8dca28c2dd2980ba,March 7th,ice,56,3,Day One of My New Life
1c9fb5a7218411ee8dca28c2dd2980ba,Sampo,wind,56,0,Eyes of the Prey
1c9fb5a8218411ee877128c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9fb5a8218411ee877128c2dd2980ba,Natasha,physical,70,3,Time Waits for No One
1c9fb5a8218411ee877128c2dd2980ba,Asta,fire,70,2,Memories of the Past
1c9fb5a8218411ee877128c2dd2980ba,Yanqing,ice,60,0,River Flows in Spring
1c9fb5a8218411ee877128c2dd2980ba,Dan Heng,wind,60,0,Only Silence Remains
1c9fb5a8218411ee877128c2dd2980ba,Trailblazer,physical,50,4,Woof! Walk Time!
1c9fb5a8218411ee877128c2dd2980ba,Gepard,ice,50,0,We Are Wildfire
1c9fb5a8218411ee877128c2dd2980ba,Tingyun,lightning,50,1,Planetary Rendezvous
1c9fb5a9218411eebecc28c2dd2980ba,Trailblazer,fire,60,1,Day One of My New Life
1c9fb5a9218411eebecc28c2dd2980ba,Yanqing,ice,60,0,Sleep Like the Dead
1c9fb5a9218411eebecc28c2dd2980ba,Clara,physical,60,0,On the Fall of an Aeon
1c9fb5a9218411eebecc28c2dd2980ba,Tingyun,lightning,60,0,Dance! Dance! Dance!
1c9fb5a9218411eebecc28c2dd2980ba,Natasha,physical,60,3,Cornucopia
1c9fb5a9218411eebecc28c2dd2980ba,March 7th,ice,60,2,We Are Wildfire
1c9fb5a9218411eebecc28c2dd2980ba,Silver Wolf,quantum,58,0,Before the Tutorial Mission Starts
1c9fb5a9218411eebecc28c2dd2980ba,Serval,lightning,58,2,The Seriousness of Breakfast
1ca078ea218411eebe8e28c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1ca078ea218411eebe8e28c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078ea218411eebe8e28c2dd2980ba,Tingyun,lightning,70,5,"Carve the Moon, Weave the Clouds"
1ca078ea218411eebe8e28c2dd2980ba,Natasha,physical,70,4,Post-Op Conversation
1ca078ea218411eebe8e28c2dd2980ba,Clara,physical,66,0,Under the Blue Sky
1ca078ea218411eebe8e28c2dd2980ba,Gepard,ice,60,0,Day One of My New Life
1ca078ea218411eebe8e28c2dd2980ba,Silver Wolf,quantum,60,0,Incessant Rain
1ca078ea218411eebe8e28c2dd2980ba,Himeko,fire,60,0,The Seriousness of Breakfast
1c9fb5ab218411ee81d528c2dd2980ba,Clara,physical,60,0,Something Irreplaceable
1c9fb5ab218411ee81d528c2dd2980ba,Gepard,ice,60,0,Moment of Victory
1c9fb5ab218411ee81d528c2dd2980ba,Seele,quantum,60,0,In the Night
1c9fb5ab218411ee81d528c2dd2980ba,Natasha,physical,60,3,Post-Op Conversation
1c9fb5ab218411ee81d528c2dd2980ba,Herta,ice,60,4,Night on the Milky Way
1c9fb5ab218411ee81d528c2dd2980ba,Trailblazer,fire,50,1,
1c9fb5ab218411ee81d528c2dd2980ba,Tingyun,lightning,50,1,But the Battle Isn't Over
1c9fb5ab218411ee81d528c2dd2980ba,Asta,fire,50,0,Planetary Rendezvous
1c9fb5ac218411ee973c28c2dd2980ba,Seele,quantum,80,0,In the Night
1c9fb5ac218411ee973c28c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1c9fb5ac218411ee973c28c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1c9fb5ac218411ee973c28c2dd2980ba,Jing Yuan,lightning,70,1,Before Dawn
1c9fb5ac218411ee973c28c2dd2980ba,Bronya,wind,70,0,Past and Future
1c9fb5ac218411ee973c28c2dd2980ba,Welt,imaginary,70,0,In the Name of the World
1c9fb5ac218411ee973c28c2dd2980ba,Tingyun,lightning,70,6,Planetary Rendezvous
1c9fb5ac218411ee973c28c2dd2980ba,Natasha,physical,70,5,Post-Op Conversation
1ca078eb218411eeb74b28c2dd2980ba,Seele,quantum,75,0,In the Night
1ca078eb218411eeb74b28c2dd2980ba,Yanqing,ice,73,1,Cruising in the Stellar Sea
1ca078eb218411eeb74b28c2dd2980ba,Trailblazer,physical,70,6,Moment of Victory
1ca078eb218411eeb74b28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca078eb218411eeb74b28c2dd2980ba,Welt,imaginary,70,0,Good Night and Sleep Well
1ca078eb218411eeb74b28c2dd2980ba,Sushang,physical,70,0,Return to Darkness
1ca078eb218411eeb74b28c2dd2980ba,Tingyun,lightning,70,0,Dance! Dance! Dance!
1ca078eb218411eeb74b28c2dd2980ba,Natasha,physical,70,3,Post-Op Conversation
1c9fb5ae218411eea25e28c2dd2980ba,Jing Yuan,lightning,60,0,The Seriousness of Breakfast
1c9fb5ae218411eea25e28c2dd2980ba,Silver Wolf,quantum,60,0,Fermata
1c9fb5ae218411eea25e28c2dd2980ba,Welt,imaginary,60,1,Hidden Shadow
1c9fb5ae218411eea25e28c2dd2980ba,Tingyun,lightning,60,3,Dance! Dance! Dance!
1c9fb5ae218411eea25e28c2dd2980ba,Qingque,quantum,60,5,Today Is Another Peaceful Day
1c9fb5ae218411eea25e28c2dd2980ba,Natasha,physical,60,2,Post-Op Conversation
1c9fb5ae218411eea25e28c2dd2980ba,Dan Heng,wind,60,2,Only Silence Remains
1c9fb5ae218411eea25e28c2dd2980ba,Sushang,physical,50,1,River Flows in Spring
1c9fb5af218411eea2e728c2dd2980ba,Trailblazer,physical,70,6,The Moles Welcome You
1c9fb5af218411eea2e728c2dd2980ba,Yanqing,ice,70,1,River Flows in Spring
1c9fb5af218411eea2e728c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1c9fb5af218411eea2e728c2dd2980ba,Seele,quantum,70,2,In the Night
1c9fb5af218411eea2e728c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9fb5af218411eea2e728c2dd2980ba,Natasha,physical,70,6,Post-Op Conversation
1c9fb5af218411eea2e728c2dd2980ba,March 7th,ice,70,3,This Is Me!
1c9fb5af218411eea2e728c2dd2980ba,Himeko,fire,60,0,Night on the Milky Way
1c9fb5b0218411eea7ff28c2dd2980ba,Trailblazer,fire,70,5,Landau's Choice
1c9fb5b0218411eea7ff28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9fb5b0218411eea7ff28c2dd2980ba,Natasha,physical,70,4,Cornucopia
1c9fb5b0218411eea7ff28c2dd2980ba,Gepard,ice,60,1,Amber
1c9fb5b0218411eea7ff28c2dd2980ba,Seele,quantum,60,1,Only Silence Remains
1c9fb5b0218411eea7ff28c2dd2980ba,Welt,imaginary,60,0,Resolution Shines As Pearls of Sweat
1c9fb5b0218411eea7ff28c2dd2980ba,Tingyun,lightning,60,0,Dance! Dance! Dance!
1c9fb5b0218411eea7ff28c2dd2980ba,Sampo,wind,60,1,Eyes of the Prey
1ca078ed218411ee962228c2dd2980ba,Bailu,lightning,70,1,Time Waits for No One
1ca078ed218411ee962228c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078ed218411ee962228c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca078ed218411ee962228c2dd2980ba,Trailblazer,fire,65,5,We Are Wildfire
1ca078ed218411ee962228c2dd2980ba,Tingyun,lightning,65,0,Dance! Dance! Dance!
1ca078ed218411ee962228c2dd2980ba,Dan Heng,wind,61,6,River Flows in Spring
1ca078ed218411ee962228c2dd2980ba,Clara,physical,60,0,The Moles Welcome You
1ca078ed218411ee962228c2dd2980ba,Serval,lightning,60,1,Make the World Clamor
1c9fb5b2218411ee94d528c2dd2980ba,Dan Heng,wind,70,2,Cruising in the Stellar Sea
1c9fb5b2218411ee94d528c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1c9fb5b2218411ee94d528c2dd2980ba,Gepard,ice,70,1,Defense
1c9fb5b2218411ee94d528c2dd2980ba,Himeko,fire,70,1,Make the World Clamor
1c9fb5b2218411ee94d528c2dd2980ba,Trailblazer,physical,60,6,Something Irreplaceable
1c9fb5b2218411ee94d528c2dd2980ba,Serval,lightning,60,3,The Birth of the Self
1c9fb5b2218411ee94d528c2dd2980ba,March 7th,ice,60,4,We Are Wildfire
1c9fb5b2218411ee94d528c2dd2980ba,Bronya,wind,40,0,Chorus
1c9fb5b3218411ee8fc128c2dd2980ba,Yanqing,ice,60,0,River Flows in Spring
1c9fb5b3218411ee8fc128c2dd2980ba,Bailu,lightning,64,0,Quid Pro Quo
1c9fb5b3218411ee8fc128c2dd2980ba,Welt,imaginary,70,0,Resolution Shines As Pearls of Sweat
1c9fb5b3218411ee8fc128c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9fb5b3218411ee8fc128c2dd2980ba,Trailblazer,fire,70,5,Landau's Choice
1c9fb5b3218411ee8fc128c2dd2980ba,Hook,fire,50,6,The Moles Welcome You
1c9fb5b3218411ee8fc128c2dd2980ba,Serval,lightning,50,2,Make the World Clamor
1c9fb5b3218411ee8fc128c2dd2980ba,Pela,ice,50,2,Good Night and Sleep Well
1c9fb5b4218411ee9ccc28c2dd2980ba,Bailu,lightning,40,0,Quid Pro Quo
1c9fb5b4218411ee9ccc28c2dd2980ba,Herta,ice,40,0,The Seriousness of Breakfast
1c9fb5b4218411ee9ccc28c2dd2980ba,Dan Heng,wind,35,0,Only Silence Remains
1c9fb5b4218411ee9ccc28c2dd2980ba,Trailblazer,physical,34,3,Woof! Walk Time!
1c9fb5b4218411ee9ccc28c2dd2980ba,Sushang,physical,20,0,
1c9fb5b4218411ee9ccc28c2dd2980ba,Tingyun,lightning,20,0,
1c9fb5b4218411ee9ccc28c2dd2980ba,Qingque,quantum,20,1,Data Bank
1c9fb5b4218411ee9ccc28c2dd2980ba,Sampo,wind,20,1,
1c9fb5b5218411eeb6a328c2dd2980ba,Trailblazer,fire,60,3,We Are Wildfire
1c9fb5b5218411eeb6a328c2dd2980ba,Yanqing,ice,60,1,River Flows in Spring
1c9fb5b5218411eeb6a328c2dd2980ba,Jing Yuan,lightning,60,0,Before Dawn
1c9fb5b5218411eeb6a328c2dd2980ba,Sushang,physical,60,0,Swordplay
1c9fb5b5218411eeb6a328c2dd2980ba,Qingque,quantum,60,2,The Seriousness of Breakfast
1c9fb5b5218411eeb6a328c2dd2980ba,Natasha,physical,60,3,Post-Op Conversation
1c9fb5b5218411eeb6a328c2dd2980ba,Dan Heng,wind,60,2,Only Silence Remains
1c9fb5b5218411eeb6a328c2dd2980ba,Hook,fire,50,3,The Moles Welcome You
1c9fb5b6218411ee8e1128c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1c9fb5b6218411ee8e1128c2dd2980ba,Gepard,ice,70,0,Moment of Victory
1c9fb5b6218411ee8e1128c2dd2980ba,Seele,quantum,70,1,Cruising in the Stellar Sea
1c9fb5b6218411ee8e1128c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9fb5b6218411ee8e1128c2dd2980ba,Tingyun,lightning,70,2,Memories of the Past
1c9fb5b6218411ee8e1128c2dd2980ba,Trailblazer,physical,60,6,Under the Blue Sky
1c9fb5b6218411ee8e1128c2dd2980ba,Pela,ice,60,5,Eyes of the Prey
1c9fb5b6218411ee8e1128c2dd2980ba,Asta,fire,60,0,Past and Future
1c9fb5b7218411eeb7f628c2dd2980ba,Yanqing,ice,70,0,Cruising in the Stellar Sea
1c9fb5b7218411eeb7f628c2dd2980ba,Clara,physical,70,0,On the Fall of an Aeon
1c9fb5b7218411eeb7f628c2dd2980ba,Gepard,ice,70,0,Day One of My New Life
1c9fb5b7218411eeb7f628c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9fb5b7218411eeb7f628c2dd2980ba,Sampo,wind,68,0,Fermata
1c9fb5b7218411eeb7f628c2dd2980ba,Trailblazer,fire,60,1,We Are Wildfire
1c9fb5b7218411eeb7f628c2dd2980ba,Sushang,physical,60,1,Swordplay
1c9fb5b7218411eeb7f628c2dd2980ba,Qingque,quantum,60,0,Make the World Clamor
1c9fb5b8218411ee9d7d28c2dd2980ba,Seele,quantum,70,1,In the Night
1c9fb5b8218411ee9d7d28c2dd2980ba,Trailblazer,fire,60,3,We Are Wildfire
1c9fb5b8218411ee9d7d28c2dd2980ba,Jing Yuan,lightning,60,0,The Birth of the Self
1c9fb5b8218411ee9d7d28c2dd2980ba,Tingyun,lightning,60,0,Past and Future
1c9fb5b8218411ee9d7d28c2dd2980ba,Gepard,ice,50,0,Trend of the Universal Market
1c9fb5b8218411ee9d7d28c2dd2980ba,Himeko,fire,50,0,Sagacity
1c9fb5b8218411ee9d7d28c2dd2980ba,Qingque,quantum,50,0,
1c9fb5b8218411ee9d7d28c2dd2980ba,Sampo,wind,50,0,
1ca078ee218411eea58928c2dd2980ba,Yanqing,ice,70,0,Sleep Like the Dead
1ca078ee218411eea58928c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1ca078ee218411eea58928c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078ee218411eea58928c2dd2980ba,Silver Wolf,quantum,70,0,In the Name of the World
1ca078ee218411eea58928c2dd2980ba,Welt,imaginary,70,0,Before the Tutorial Mission Starts
1ca078ee218411eea58928c2dd2980ba,Trailblazer,fire,60,5,Day One of My New Life
1ca078ee218411eea58928c2dd2980ba,Bailu,lightning,60,1,Quid Pro Quo
1ca078ee218411eea58928c2dd2980ba,Clara,physical,50,0,Nowhere to Run
1c9fb5ba218411eebac628c2dd2980ba,Yanqing,ice,70,1,Cruising in the Stellar Sea
1c9fb5ba218411eebac628c2dd2980ba,Seele,quantum,70,0,Subscribe for More!
1c9fb5ba218411eebac628c2dd2980ba,Bronya,wind,70,0,But the Battle Isn't Over
1c9fb5ba218411eebac628c2dd2980ba,Tingyun,lightning,60,0,Past and Future
1c9fb5ba218411eebac628c2dd2980ba,Natasha,physical,60,6,Post-Op Conversation
1c9fb5ba218411eebac628c2dd2980ba,Serval,lightning,60,1,Make the World Clamor
1c9fb5ba218411eebac628c2dd2980ba,Trailblazer,fire,59,3,We Are Wildfire
1c9fb5ba218411eebac628c2dd2980ba,Hook,fire,59,2,Under the Blue Sky
1c9fb5bb218411eeacce28c2dd2980ba,Bronya,wind,70,0,Dance! Dance! Dance!
1c9fb5bb218411eeacce28c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9fb5bb218411eeacce28c2dd2980ba,Jing Yuan,lightning,70,0,Make the World Clamor
1c9fb5bb218411eeacce28c2dd2980ba,Yanqing,ice,70,0,River Flows in Spring
1c9fb5bb218411eeacce28c2dd2980ba,Gepard,ice,70,0,Landau's Choice
1c9fb5bb218411eeacce28c2dd2980ba,Trailblazer,physical,70,6,A Secret Vow
1c9fb5bb218411eeacce28c2dd2980ba,Natasha,physical,70,6,Shared Feeling
1c9fb5bb218411eeacce28c2dd2980ba,Asta,fire,70,1,Past and Future
1c9fb5bc218411eeb6c728c2dd2980ba,Trailblazer,physical,50,6,Woof! Walk Time!
1c9fb5bc218411eeb6c728c2dd2980ba,Bailu,lightning,50,0,Quid Pro Quo
1c9fb5bc218411eeb6c728c2dd2980ba,Yanqing,ice,50,0,Swordplay
1c9fb5bc218411eeb6c728c2dd2980ba,Seele,quantum,50,0,Subscribe for More!
1c9fb5bc218411eeb6c728c2dd2980ba,Natasha,physical,40,2,Post-Op Conversation
1c9fb5bc218411eeb6c728c2dd2980ba,Herta,ice,40,3,The Birth of the Self
1c9fb5bc218411eeb6c728c2dd2980ba,Asta,fire,40,0,Mediation
1c9fb5bc218411eeb6c728c2dd2980ba,March 7th,ice,40,2,We Are Wildfire
1ca078ef218411ee923028c2dd2980ba,Trailblazer,fire,70,5,Trend of the Universal Market
1ca078ef218411ee923028c2dd2980ba,Yanqing,ice,70,2,River Flows in Spring
1ca078ef218411ee923028c2dd2980ba,Seele,quantum,70,0,In the Night
1ca078ef218411ee923028c2dd2980ba,Himeko,fire,70,0,Geniuses' Repose
1ca078ef218411ee923028c2dd2980ba,Sushang,physical,60,1,Return to Darkness
1ca078ef218411ee923028c2dd2980ba,Hook,fire,60,5,The Moles Welcome You
1ca078ef218411ee923028c2dd2980ba,Sampo,wind,60,3,Fermata
1ca078ef218411ee923028c2dd2980ba,Natasha,physical,60,4,Perfect Timing
1ca078f0218411ee9ee628c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078f0218411ee9ee628c2dd2980ba,Jing Yuan,lightning,70,0,Make the World Clamor
1ca078f0218411ee9ee628c2dd2980ba,Bailu,lightning,70,0,Post-Op Conversation
1ca078f0218411ee9ee628c2dd2980ba,Welt,imaginary,70,1,Fermata
1ca078f0218411ee9ee628c2dd2980ba,Gepard,ice,70,0,Texture of Memories
1ca078f0218411ee9ee628c2dd2980ba,Trailblazer,physical,60,6,Under the Blue Sky
1ca078f0218411ee9ee628c2dd2980ba,Tingyun,lightning,60,3,Dance! Dance! Dance!
1ca078f0218411ee9ee628c2dd2980ba,Asta,fire,60,3,Planetary Rendezvous
1ca078f1218411eeb76528c2dd2980ba,Trailblazer,fire,70,5,Trend of the Universal Market
1ca078f1218411eeb76528c2dd2980ba,Clara,physical,70,0,Woof! Walk Time!
1ca078f1218411eeb76528c2dd2980ba,Seele,quantum,70,0,Subscribe for More!
1ca078f1218411eeb76528c2dd2980ba,Himeko,fire,70,1,Geniuses' Repose
1ca078f1218411eeb76528c2dd2980ba,Bailu,lightning,60,0,Quid Pro Quo
1ca078f1218411eeb76528c2dd2980ba,Yanqing,ice,60,0,Arrows
1ca078f1218411eeb76528c2dd2980ba,Tingyun,lightning,60,1,Planetary Rendezvous
1ca078f1218411eeb76528c2dd2980ba,Natasha,physical,60,6,Post-Op Conversation
1c9fb5c0218411eea01d28c2dd2980ba,Trailblazer,fire,70,3,We Are Wildfire
1c9fb5c0218411eea01d28c2dd2980ba,Bailu,lightning,70,0,Quid Pro Quo
1c9fb5c0218411eea01d28c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1c9fb5c0218411eea01d28c2dd2980ba,Clara,physical,70,0,Under the Blue Sky
1c9fb5c0218411eea01d28c2dd2980ba,Dan Heng,wind,70,1,Subscribe for More!
1c9fb5c0218411eea01d28c2dd2980ba,Bronya,wind,60,0,Memories of the Past
1c9fb5c0218411eea01d28c2dd2980ba,Sampo,wind,50,1,Fermata
1c9fb5c0218411eea01d28c2dd2980ba,Natasha,physical,40,0,Shared Feeling
1ca078f2218411ee9e9428c2dd2980ba,Trailblazer,fire,70,5,Trend of the Universal Market
1ca078f2218411ee9e9428c2dd2980ba,Bailu,lightning,70,0,Time Waits for No One
1ca078f2218411ee9e9428c2dd2980ba,Gepard,ice,70,0,Day One of My New Life
1ca078f2218411ee9e9428c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca078f2218411ee9e9428c2dd2980ba,Bronya,wind,70,0,But the Battle Isn't Over
1ca078f2218411ee9e9428c2dd2980ba,Himeko,fire,70,1,Today Is Another Peaceful Day
1ca078f2218411ee9e9428c2dd2980ba,Tingyun,lightning,63,1,Past and Future
1ca078f2218411ee9e9428c2dd2980ba,Sushang,physical,60,4,Swordplay
1ca078f3218411ee897628c2dd2980ba,Jing Yuan,lightning,70,0,Geniuses' Repose
1ca078f3218411ee897628c2dd2980ba,Seele,quantum,70,2,In the Night
1ca078f3218411ee897628c2dd2980ba,March 7th,ice,70,2,We Are Wildfire
1ca078f3218411ee897628c2dd2980ba,Natasha,physical,68,5,Time Waits for No One
1ca078f3218411ee897628c2dd2980ba,Trailblazer,physical,60,6,A Secret Vow
1ca078f3218411ee897628c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca078f3218411ee897628c2dd2980ba,Welt,imaginary,60,0,Fermata
1ca078f3218411ee897628c2dd2980ba,Serval,lightning,60,0,The Seriousness of Breakfast
1c9fb5c3218411ee924128c2dd2980ba,Trailblazer,fire,60,1,We Are Wildfire
1c9fb5c3218411ee924128c2dd2980ba,Seele,quantum,60,0,Subscribe for More!
1c9fb5c3218411ee924128c2dd2980ba,Dan Heng,wind,60,2,Only Silence Remains
1c9fb5c3218411ee924128c2dd2980ba,Bailu,lightning,50,0,Quid Pro Quo
1c9fb5c3218411ee924128c2dd2980ba,Clara,physical,50,0,Mutual Demise
1c9fb5c3218411ee924128c2dd2980ba,Sushang,physical,50,0,River Flows in Spring
1c9fb5c3218411ee924128c2dd2980ba,Qingque,quantum,50,0,The Seriousness of Breakfast
1c9fb5c3218411ee924128c2dd2980ba,Natasha,physical,50,0,Shared Feeling
1c9fb5c4218411ee89fd28c2dd2980ba,Trailblazer,physical,60,5,Under the Blue Sky
1c9fb5c4218411ee89fd28c2dd2980ba,Yanqing,ice,60,0,River Flows in Spring
1c9fb5c4218411ee89fd28c2dd2980ba,Jing Yuan,lightning,60,0,The Seriousness of Breakfast
1c9fb5c4218411ee89fd28c2dd2980ba,Welt,imaginary,60,0,In the Name of the World
1c9fb5c4218411ee89fd28c2dd2980ba,Tingyun,lightning,60,2,Mediation
